civicgit_api  | INFO:     Will watch for changes in these directories: ['/app']
civicgit_api  |     cursor.execute(statement, parameters)
civicgit_api  | sqlalchemy.exc.DataError: (psycopg2.errors.InvalidTextRepresentation) invalid input value for enum repositoryvisibility: "AFFILIATES_ONLY"
civicgit_api  | LINE 3: ...isibility = 'PUBLIC' OR repositories.visibility = 'AFFILIATE...
civicgit_api  |                                                              ^
civicgit_api  | 
civicgit_api  | [SQL: SELECT repositories.id AS repositories_id, repositories.name AS repositories_name, repositories.slug AS repositories_slug, repositories.description AS repositories_description, repositories.is_fork AS repositories_is_fork, repositories.forked_from_id AS repositories_forked_from_id, repositories.type AS repositories_type, repositories.visibility AS repositories_visibility, repositories.jurisdiction_name AS repositories_jurisdiction_name, repositories.jurisdiction_type AS repositories_jurisdiction_type, repositories.quorum_percentage AS repositories_quorum_percentage, repositories.voting_period_days AS repositories_voting_period_days, repositories.min_signatures_for_voting AS repositories_min_signatures_for_voting, repositories.allow_public_proposals AS repositories_allow_public_proposals, repositories.allow_public_voting AS repositories_allow_public_voting, repositories.require_verification_for_voting AS repositories_require_verification_for_voting, repositories.is_active AS repositories_is_active, repositories.is_archived AS repositories_is_archived, repositories.created_at AS repositories_created_at, repositories.updated_at AS repositories_updated_at, repositories.proposals_count AS repositories_proposals_count, repositories.issues_count AS repositories_issues_count, repositories.contributors_count AS repositories_contributors_count 
civicgit_api  | FROM repositories 
civicgit_api  | WHERE repositories.is_active IS true AND (repositories.visibility = %(visibility_1)s OR repositories.visibility = %(visibility_2)s) ORDER BY repositories.created_at DESC]
civicgit_api  | [parameters: {'visibility_1': 'PUBLIC', 'visibility_2': 'AFFILIATES_ONLY'}]
civicgit_api  | (Background on this error at: https://sqlalche.me/e/20/9h9h)
civicgit_api  | INFO:     172.19.0.1:54474 - "GET /api/v1/proposals/ HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:54492 - "GET /api/v1/repositories/ HTTP/1.1" 500 Internal Server Error
civicgit_api  | ERROR:    Exception in ASGI application
civicgit_api  | Traceback (most recent call last):
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1969, in _exec_single_context
civicgit_api  |     self.dialect.do_execute(
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py", line 922, in do_execute
civicgit_api  |     cursor.execute(statement, parameters)
civicgit_api  | psycopg2.errors.InvalidTextRepresentation: invalid input value for enum repositoryvisibility: "AFFILIATES_ONLY"
civicgit_api  | LINE 3: ...isibility = 'PUBLIC' OR repositories.visibility = 'AFFILIATE...
civicgit_api  |                                                              ^
civicgit_api  | 
civicgit_api  | 
civicgit_api  | The above exception was the direct cause of the following exception:
civicgit_api  | 
civicgit_api  | Traceback (most recent call last):
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/protocols/http/httptools_impl.py", line 426, in run_asgi
civicgit_api  |     result = await app(  # type: ignore[func-returns-value]
civicgit_api  |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/middleware/proxy_headers.py", line 84, in __call__
civicgit_api  |     return await self.app(scope, receive, send)
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/fastapi/applications.py", line 1106, in __call__
civicgit_api  |     await super().__call__(scope, receive, send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/applications.py", line 122, in __call__
civicgit_api  |     await self.middleware_stack(scope, receive, send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/errors.py", line 184, in __call__
civicgit_api  |     raise exc
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/errors.py", line 162, in __call__
civicgit_api  |     await self.app(scope, receive, _send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/trustedhost.py", line 34, in __call__
civicgit_api  |     await self.app(scope, receive, send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/cors.py", line 91, in __call__
civicgit_api  |     await self.simple_response(scope, receive, send, request_headers=headers)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/cors.py", line 146, in simple_response
civicgit_api  |     await self.app(scope, receive, send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/exceptions.py", line 79, in __call__
civicgit_api  |     raise exc
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/exceptions.py", line 68, in __call__
civicgit_api  |     await self.app(scope, receive, sender)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/fastapi/middleware/asyncexitstack.py", line 20, in __call__
civicgit_api  |     raise e
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/fastapi/middleware/asyncexitstack.py", line 17, in __call__
civicgit_api  |     await self.app(scope, receive, send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/routing.py", line 718, in __call__
civicgit_api  |     await route.handle(scope, receive, send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/routing.py", line 276, in handle
civicgit_api  |     await self.app(scope, receive, send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/routing.py", line 66, in app
civicgit_api  |     response = await func(request)
civicgit_api  |                ^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/fastapi/routing.py", line 274, in app
civicgit_api  |     raw_response = await run_endpoint_function(
civicgit_api  |                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/fastapi/routing.py", line 193, in run_endpoint_function
civicgit_api  |     return await run_in_threadpool(dependant.call, **values)
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/concurrency.py", line 41, in run_in_threadpool
civicgit_api  |     return await anyio.to_thread.run_sync(func, *args)
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/anyio/to_thread.py", line 33, in run_sync
civicgit_api  |     return await get_asynclib().run_sync_in_worker_thread(
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/anyio/_backends/_asyncio.py", line 877, in run_sync_in_worker_thread
civicgit_api  |     return await future
civicgit_api  |            ^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/anyio/_backends/_asyncio.py", line 807, in run
civicgit_api  |     result = context.run(func, *args)
civicgit_api  |              ^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/app/app/api/v1/endpoints/repositories.py", line 169, in list_repositories
civicgit_api  |     repositories = query.order_by(RepositoryModel.created_at.desc()).all()
civicgit_api  |                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/query.py", line 2693, in all
civicgit_api  |     return self._iter().all()  # type: ignore
civicgit_api  |            ^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/query.py", line 2847, in _iter
civicgit_api  |     result: Union[ScalarResult[_T], Result[_T]] = self.session.execute(
civicgit_api  |                                                   ^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 2308, in execute
civicgit_api  |     return self._execute_internal(
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 2190, in _execute_internal
civicgit_api  |     result: Result[Any] = compile_state_cls.orm_execute_statement(
civicgit_api  |                           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/context.py", line 293, in orm_execute_statement
civicgit_api  |     result = conn.execute(
civicgit_api  |              ^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1416, in execute
civicgit_api  |     return meth(
civicgit_api  |            ^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/sql/elements.py", line 516, in _execute_on_connection
civicgit_api  |     return connection._execute_clauseelement(
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1639, in _execute_clauseelement
civicgit_api  |     ret = self._execute_context(
civicgit_api  |           ^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1848, in _execute_context
civicgit_api  |     return self._exec_single_context(
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1988, in _exec_single_context
civicgit_api  |     self._handle_dbapi_exception(
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 2343, in _handle_dbapi_exception
civicgit_api  |     raise sqlalchemy_exception.with_traceback(exc_info[2]) from e
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1969, in _exec_single_context
civicgit_api  |     self.dialect.do_execute(
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py", line 922, in do_execute
civicgit_api  |     cursor.execute(statement, parameters)
civicgit_api  | sqlalchemy.exc.DataError: (psycopg2.errors.InvalidTextRepresentation) invalid input value for enum repositoryvisibility: "AFFILIATES_ONLY"
civicgit_api  | LINE 3: ...isibility = 'PUBLIC' OR repositories.visibility = 'AFFILIATE...
civicgit_api  |                                                              ^
civicgit_api  | 
civicgit_api  | [SQL: SELECT repositories.id AS repositories_id, repositories.name AS repositories_name, repositories.slug AS repositories_slug, repositories.description AS repositories_description, repositories.is_fork AS repositories_is_fork, repositories.forked_from_id AS repositories_forked_from_id, repositories.type AS repositories_type, repositories.visibility AS repositories_visibility, repositories.jurisdiction_name AS repositories_jurisdiction_name, repositories.jurisdiction_type AS repositories_jurisdiction_type, repositories.quorum_percentage AS repositories_quorum_percentage, repositories.voting_period_days AS repositories_voting_period_days, repositories.min_signatures_for_voting AS repositories_min_signatures_for_voting, repositories.allow_public_proposals AS repositories_allow_public_proposals, repositories.allow_public_voting AS repositories_allow_public_voting, repositories.require_verification_for_voting AS repositories_require_verification_for_voting, repositories.is_active AS repositories_is_active, repositories.is_archived AS repositories_is_archived, repositories.created_at AS repositories_created_at, repositories.updated_at AS repositories_updated_at, repositories.proposals_count AS repositories_proposals_count, repositories.issues_count AS repositories_issues_count, repositories.contributors_count AS repositories_contributors_count 
civicgit_api  | FROM repositories 
civicgit_api  | WHERE repositories.is_active IS true AND (repositories.visibility = %(visibility_1)s OR repositories.visibility = %(visibility_2)s) ORDER BY repositories.created_at DESC]
civicgit_api  | [parameters: {'visibility_1': 'PUBLIC', 'visibility_2': 'AFFILIATES_ONLY'}]
civicgit_api  | (Background on this error at: https://sqlalche.me/e/20/9h9h)
civicgit_api  | INFO:     172.19.0.1:42334 - "GET /health HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:57268 - "GET /health HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:57272 - "GET /health/db HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:39354 - "GET /health HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50398 - "GET /health HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:50410 - "GET /health/db HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:41196 - "OPTIONS /api/v1/proposals HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:41190 - "OPTIONS /api/v1/auth/me HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:41200 - "OPTIONS /api/v1/auth/me HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:41190 - "OPTIONS /api/v1/repositories HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:41196 - "OPTIONS /api/v1/auth/me HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:41202 - "OPTIONS /api/v1/auth/me HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:41214 - "OPTIONS /api/v1/repositories HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:41190 - "GET /api/v1/proposals HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:41202 - "GET /api/v1/repositories HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:41216 - "OPTIONS /api/v1/proposals HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:41202 - "GET /api/v1/repositories HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:41216 - "OPTIONS /api/v1/proposals/ HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:41190 - "GET /api/v1/proposals HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:41214 - "OPTIONS /api/v1/repositories/ HTTP/1.1" 200 OK
civicgit_api  | 2025-11-24 19:18:03,662 - civicgit.security - WARNING - Token verification failed: Signature has expired.
civicgit_api  | 2025-11-24 19:18:03,637 - civicgit.security - WARNING - Token verification failed: Signature has expired.
civicgit_api  | 2025-11-24 19:18:03,672 - civicgit.security - WARNING - Token verification failed: Signature has expired.
civicgit_api  | INFO:     172.19.0.1:41200 - "GET /api/v1/auth/me HTTP/1.1" 401 Unauthorized
civicgit_api  | 2025-11-24 19:18:03,743 - civicgit.security - WARNING - Token verification failed: Signature has expired.
civicgit_api  | INFO:     172.19.0.1:41200 - "GET /api/v1/auth/me HTTP/1.1" 401 Unauthorized
civicgit_api  | 2025-11-24 19:18:03,746 - civicgit.security - WARNING - Token verification failed: Signature has expired.
civicgit_api  | INFO:     172.19.0.1:41200 - "GET /api/v1/auth/me HTTP/1.1" 401 Unauthorized
civicgit_api  | 2025-11-24 19:18:03,750 - civicgit.security - WARNING - Token verification failed: Signature has expired.
civicgit_api  | INFO:     172.19.0.1:41200 - "GET /api/v1/auth/me HTTP/1.1" 401 Unauthorized
civicgit_api  | 2025-11-24 19:18:05,128 - civicgit.auth - INFO - User logged in successfully: admin
civicgit_api  | INFO:     172.19.0.1:41200 - "POST /api/v1/auth/login HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:41200 - "GET /api/v1/proposals HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:41214 - "GET /api/v1/repositories HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:41200 - "GET /api/v1/repositories HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:41214 - "GET /api/v1/proposals HTTP/1.1" 307 Temporary Redirect
civicgit_api  | INFO:     172.19.0.1:41214 - "GET /api/v1/proposals/ HTTP/1.1" 200 OK
civicgit_api  | INFO:     172.19.0.1:41200 - "GET /api/v1/repositories/ HTTP/1.1" 500 Internal Server Error
civicgit_api  | ERROR:    Exception in ASGI application
civicgit_api  | Traceback (most recent call last):
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1969, in _exec_single_context
civicgit_api  |     self.dialect.do_execute(
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py", line 922, in do_execute
civicgit_api  |     cursor.execute(statement, parameters)
civicgit_api  | psycopg2.errors.InvalidTextRepresentation: invalid input value for enum repositoryvisibility: "AFFILIATES_ONLY"
civicgit_api  | LINE 3: ...isibility = 'PUBLIC' OR repositories.visibility = 'AFFILIATE...
civicgit_api  |                                                              ^
civicgit_api  | 
civicgit_api  | 
civicgit_api  | The above exception was the direct cause of the following exception:
civicgit_api  | 
civicgit_api  | Traceback (most recent call last):
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/protocols/http/httptools_impl.py", line 426, in run_asgi
civicgit_api  |     result = await app(  # type: ignore[func-returns-value]
civicgit_api  |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/middleware/proxy_headers.py", line 84, in __call__
civicgit_api  |     return await self.app(scope, receive, send)
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/fastapi/applications.py", line 1106, in __call__
civicgit_api  |     await super().__call__(scope, receive, send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/applications.py", line 122, in __call__
civicgit_api  |     await self.middleware_stack(scope, receive, send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/errors.py", line 184, in __call__
civicgit_api  |     raise exc
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/errors.py", line 162, in __call__
civicgit_api  |     await self.app(scope, receive, _send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/trustedhost.py", line 34, in __call__
civicgit_api  |     await self.app(scope, receive, send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/cors.py", line 91, in __call__
civicgit_api  |     await self.simple_response(scope, receive, send, request_headers=headers)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/cors.py", line 146, in simple_response
civicgit_api  |     await self.app(scope, receive, send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/exceptions.py", line 79, in __call__
civicgit_api  |     raise exc
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/exceptions.py", line 68, in __call__
civicgit_api  |     await self.app(scope, receive, sender)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/fastapi/middleware/asyncexitstack.py", line 20, in __call__
civicgit_api  |     raise e
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/fastapi/middleware/asyncexitstack.py", line 17, in __call__
civicgit_api  |     await self.app(scope, receive, send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/routing.py", line 718, in __call__
civicgit_api  |     await route.handle(scope, receive, send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/routing.py", line 276, in handle
civicgit_api  |     await self.app(scope, receive, send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/routing.py", line 66, in app
civicgit_api  |     response = await func(request)
civicgit_api  |                ^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/fastapi/routing.py", line 274, in app
civicgit_api  |     raw_response = await run_endpoint_function(
civicgit_api  |                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/fastapi/routing.py", line 193, in run_endpoint_function
civicgit_api  |     return await run_in_threadpool(dependant.call, **values)
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/concurrency.py", line 41, in run_in_threadpool
civicgit_api  |     return await anyio.to_thread.run_sync(func, *args)
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/anyio/to_thread.py", line 33, in run_sync
civicgit_api  |     return await get_asynclib().run_sync_in_worker_thread(
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/anyio/_backends/_asyncio.py", line 877, in run_sync_in_worker_thread
civicgit_api  |     return await future
civicgit_api  |            ^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/anyio/_backends/_asyncio.py", line 807, in run
civicgit_api  |     result = context.run(func, *args)
civicgit_api  |              ^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/app/app/api/v1/endpoints/repositories.py", line 169, in list_repositories
civicgit_api  |     repositories = query.order_by(RepositoryModel.created_at.desc()).all()
civicgit_api  |                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/query.py", line 2693, in all
civicgit_api  |     return self._iter().all()  # type: ignore
civicgit_api  |            ^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/query.py", line 2847, in _iter
civicgit_api  |     result: Union[ScalarResult[_T], Result[_T]] = self.session.execute(
civicgit_api  |                                                   ^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 2308, in execute
civicgit_api  |     return self._execute_internal(
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 2190, in _execute_internal
civicgit_api  |     result: Result[Any] = compile_state_cls.orm_execute_statement(
civicgit_api  |                           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/context.py", line 293, in orm_execute_statement
civicgit_api  |     result = conn.execute(
civicgit_api  |              ^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1416, in execute
civicgit_api  |     return meth(
civicgit_api  |            ^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/sql/elements.py", line 516, in _execute_on_connection
civicgit_api  |     return connection._execute_clauseelement(
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1639, in _execute_clauseelement
civicgit_api  |     ret = self._execute_context(
civicgit_api  |           ^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1848, in _execute_context
civicgit_api  |     return self._exec_single_context(
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1988, in _exec_single_context
civicgit_api  |     self._handle_dbapi_exception(
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 2343, in _handle_dbapi_exception
civicgit_api  |     raise sqlalchemy_exception.with_traceback(exc_info[2]) from e
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1969, in _exec_single_context
civicgit_api  |     self.dialect.do_execute(
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py", line 922, in do_execute
civicgit_api  |     cursor.execute(statement, parameters)
civicgit_api  | sqlalchemy.exc.DataError: (psycopg2.errors.InvalidTextRepresentation) invalid input value for enum repositoryvisibility: "AFFILIATES_ONLY"
civicgit_api  | LINE 3: ...isibility = 'PUBLIC' OR repositories.visibility = 'AFFILIATE...
civicgit_api  |                                                              ^
civicgit_api  | 
civicgit_api  | [SQL: SELECT repositories.id AS repositories_id, repositories.name AS repositories_name, repositories.slug AS repositories_slug, repositories.description AS repositories_description, repositories.is_fork AS repositories_is_fork, repositories.forked_from_id AS repositories_forked_from_id, repositories.type AS repositories_type, repositories.visibility AS repositories_visibility, repositories.jurisdiction_name AS repositories_jurisdiction_name, repositories.jurisdiction_type AS repositories_jurisdiction_type, repositories.quorum_percentage AS repositories_quorum_percentage, repositories.voting_period_days AS repositories_voting_period_days, repositories.min_signatures_for_voting AS repositories_min_signatures_for_voting, repositories.allow_public_proposals AS repositories_allow_public_proposals, repositories.allow_public_voting AS repositories_allow_public_voting, repositories.require_verification_for_voting AS repositories_require_verification_for_voting, repositories.is_active AS repositories_is_active, repositories.is_archived AS repositories_is_archived, repositories.created_at AS repositories_created_at, repositories.updated_at AS repositories_updated_at, repositories.proposals_count AS repositories_proposals_count, repositories.issues_count AS repositories_issues_count, repositories.contributors_count AS repositories_contributors_count 
civicgit_api  | FROM repositories 
civicgit_api  | WHERE repositories.is_active IS true AND (repositories.visibility = %(visibility_1)s OR repositories.visibility = %(visibility_2)s) ORDER BY repositories.created_at DESC]
civicgit_api  | [parameters: {'visibility_1': 'PUBLIC', 'visibility_2': 'AFFILIATES_ONLY'}]
civicgit_api  | (Background on this error at: https://sqlalche.me/e/20/9h9h)
civicgit_api  | INFO:     172.19.0.1:41214 - "GET /api/v1/repositories/ HTTP/1.1" 500 Internal Server Error
civicgit_api  | ERROR:    Exception in ASGI application
civicgit_api  | Traceback (most recent call last):
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1969, in _exec_single_context
civicgit_api  |     self.dialect.do_execute(
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py", line 922, in do_execute
civicgit_api  |     cursor.execute(statement, parameters)
civicgit_api  | psycopg2.errors.InvalidTextRepresentation: invalid input value for enum repositoryvisibility: "AFFILIATES_ONLY"
civicgit_api  | LINE 3: ...isibility = 'PUBLIC' OR repositories.visibility = 'AFFILIATE...
civicgit_api  |                                                              ^
civicgit_api  | 
civicgit_api  | 
civicgit_api  | The above exception was the direct cause of the following exception:
civicgit_api  | 
civicgit_api  | Traceback (most recent call last):
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/protocols/http/httptools_impl.py", line 426, in run_asgi
civicgit_api  |     result = await app(  # type: ignore[func-returns-value]
civicgit_api  |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/uvicorn/middleware/proxy_headers.py", line 84, in __call__
civicgit_api  |     return await self.app(scope, receive, send)
civicgit_api  |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/fastapi/applications.py", line 1106, in __call__
civicgit_api  |     await super().__call__(scope, receive, send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/applications.py", line 122, in __call__
civicgit_api  |     await self.middleware_stack(scope, receive, send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/errors.py", line 184, in __call__
civicgit_api  |     raise exc
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/errors.py", line 162, in __call__
civicgit_api  |     await self.app(scope, receive, _send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/trustedhost.py", line 34, in __call__
civicgit_api  |     await self.app(scope, receive, send)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/cors.py", line 91, in __call__
civicgit_api  |     await self.simple_response(scope, receive, send, request_headers=headers)
civicgit_api  |   File "/usr/local/lib/python3.11/site-packages/starlette/middleware/cors.py", line 146, in simple_response
